COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GS      585.48  Jan  460    127.45    0.4    4.1    0.4    4.1 458.13 587.30  0.22  0.00   100   100    48     0.4     4.1 458.13   108/   58
MUSA    550.90  Apr  330    224.60    1.1    3.2    1.1    3.2 326.40 554.45  0.41  0.01   100   100    49     1.1     3.2 326.40   108/   23
MNST     52.76  Sep  30      23.70    2.7    3.5    2.7    3.5  29.16  53.55  0.45  0.01   100    99    47     2.7     3.5  29.16   105/   57
MNDY    273.08  Feb  145    129.20    0.7    3.5    0.7    3.5 143.98 274.05  0.47  0.00   100   100    49     0.7     3.5 143.98   110/   14
BA      169.65  Feb  110     60.75    0.9    4.5    0.9    4.5 109.00 170.60  0.36  0.01   100   100    49     0.9     4.5 109.00    81/   62
MNDY    273.08  Feb  150    124.20    0.7    3.4    0.7    3.4 148.98 274.05  0.45  0.00   100   100    49     0.7     3.4 148.98   101/   14
MUSA    550.90  Jul  290    266.60    2.0    3.3    2.0    3.3 284.40 556.45  0.48  0.01   100   100    48     1.9     3.3 284.40   106/   23
GS      585.48  Jan  480    107.80    0.5    4.7    0.5    4.7 477.78 587.65  0.18  0.00   100   100    48     0.4     4.7 477.78    85/   58
MUSA    550.90  Jul  280    276.10    1.8    3.1    1.8    3.1 274.90 555.95  0.50  0.01   100   100    48     1.8     3.1 274.90   111/   23
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GS      585.48  Jan  475    112.70    0.4    4.6    0.4    4.6 472.88 587.55  0.19  0.00   100   100    48     0.4     4.5 472.88    90/   58
GS      585.48  Jan  465    122.55    0.4    4.3    0.4    4.3 463.03 587.40  0.21  0.00   100   100    48     0.4     4.3 463.03   102/   58
GS      585.48  Jan  470    117.60    0.4    4.4    0.4    4.4 467.98 587.45  0.20  0.00   100   100    48     0.4     4.4 467.98    95/   58
MUSA    550.90  Jul  300    257.10    2.1    3.5    2.1    3.5 293.90 556.95  0.47  0.01   100    99    48     2.0     3.4 293.90   100/   23
WMT      94.25  Mar  70      25.20    1.2    4.3    1.2    4.3  69.15  95.05  0.27  0.01   100   100    47     1.1     4.3  69.15   102/   66
ABNB    130.95  Mar  85      47.05    1.1    4.2    1.1    4.2  84.00 131.90  0.36  0.01   100    99    48     1.1     4.1  84.00    90/   12
GOOG    191.38  Mar  100     92.35    0.8    3.1    0.8    3.1  99.13 192.20  0.48  0.00   100   100    49     0.8     3.1  99.13   186/   52
WMT      94.25  Feb  70      24.95    0.8    4.1    0.8    4.1  69.40  94.80  0.26  0.01   100   100    48     0.8     4.1  69.40   124/   66
WMT      94.25  Apr  65      30.25    1.3    3.9    1.3    3.9  64.10  95.10  0.32  0.01   100   100    47     1.3     3.9  64.10   114/   66
WMT      94.25  Mar  67.5    27.65    1.1    4.2    1.1    4.2  66.70  95.00  0.29  0.01   100   100    47     1.1     4.2  66.70   146/   66
WMT      94.25  Jan+ 70      24.65    0.4    3.1    0.4    3.1  69.70  94.50  0.26  0.00   100   100    49     0.4     3.1  69.70   160/   66
GOOG    191.38  Feb  115     77.30    0.7    3.5    0.7    3.5 114.18 192.15  0.40  0.00   100   100    49     0.7     3.5 114.18   170/   52
GOOG    191.38  Feb  120     72.40    0.7    3.8    0.7    3.8 119.08 192.25  0.38  0.00   100   100    49     0.7     3.8 119.08   157/   52
GOOG    191.38  Apr  120     73.35    1.5    4.5    1.5    4.5 118.13 193.20  0.38  0.01   100   100    48     1.5     4.5 118.13   117/   52
GOOG    191.38  Feb  110     82.25    0.7    3.4    0.7    3.4 109.23 192.10  0.43  0.00   100   100    49     0.7     3.4 109.23   190/   52
GOOG    191.38  Apr  100     92.80    1.3    3.8    1.3    3.8  98.68 192.65  0.48  0.01   100   100    48     1.3     3.8  98.68   169/   52
GOOG    191.38  Feb  105     87.15    0.6    3.1    0.6    3.1 104.33 192.00  0.45  0.00   100   100    49     0.6     3.1 104.33   206/   52
GOOG    191.38  Mar  105     87.45    0.9    3.3    0.9    3.3 104.03 192.30  0.46  0.00   100   100    49     0.9     3.3 104.03   170/   52
AAPL    248.13  Apr  155     95.40    1.4    4.1    1.4    4.1 152.83 250.25  0.38  0.01   100   100    47     1.4     4.0 152.83   175/    8
AAPL    248.13  Mar  155     94.90    1.1    3.9    1.1    3.9 153.33 249.75  0.38  0.01   100   100    47     1.1     3.9 153.33   193/    8
MAR     287.08  Feb  230     59.40    1.0    5.0    1.0    5.0 227.78 289.25  0.21  0.01   100   100    46     0.9     4.9 227.78    98/   10
AAPL    248.13  Jan  160     88.75    0.3    3.1    0.3    3.1 159.48 248.60  0.36  0.00   100   100    49     0.3     3.1 159.48   309/    8
WM      213.20  Jan  155     59.00    0.4    4.4    0.4    4.4 154.30 213.85  0.28  0.00   100   100    48     0.4     4.4 154.30   323/   52
AAPL    248.13  Mar  160     89.95    1.1    3.9    1.1    3.9 158.28 249.80  0.36  0.01   100   100    47     1.1     3.9 158.28   180/    8
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
AAPL    248.13  Feb  160     89.45    0.7    3.8    0.7    3.8 158.78 249.30  0.36  0.00   100   100    48     0.7     3.8 158.78   208/    8
WMT      94.25  Feb  65      29.90    0.8    4.0    0.8    4.0  64.45  94.75  0.32  0.01   100   100    48     0.8     4.0  64.45   202/   66
WMT      94.25  Mar  65      30.10    1.1    4.1    1.1    4.1  64.25  94.95  0.32  0.01   100   100    47     1.1     4.1  64.25   165/   66
GM       52.53  Feb  35      17.90    0.6    3.3    0.6    3.3  34.73  52.75  0.34  0.00   100   100    49     0.6     3.3  34.73    99/   31
WMT      94.25  Mar  62.5    32.50    1.0    3.6    1.0    3.6  61.85  94.85  0.34  0.01   100   100    48     1.0     3.6  61.85   181/   66
MCD     296.60  Jan  255     42.50    0.3    3.1    0.3    3.1 254.20 297.35  0.14  0.00   100   100    48     0.3     3.0 254.20   127/   64
AXON    644.91  Mar  300    347.50    0.8    3.1    0.8    3.1 297.51 647.35  0.54  0.00   100   100    49     0.8     3.1 297.51   135/   61
MCD     296.60  Jan+ 260     37.45    0.3    3.5    0.3    3.5 259.25 297.30  0.13  0.00   100    99    48     0.3     3.4 259.25   126/   64
GOOG    191.38  Feb  125     67.45    0.7    3.9    0.7    3.9 124.03 192.30  0.35  0.00   100   100    48     0.7     3.9 124.03   140/   52
AXON    644.91  Mar  360    289.20    1.2    4.3    1.2    4.3 355.81 649.05  0.45  0.01   100    99    49     1.1     4.2 355.81    99/   61
AAPL    248.13  Mar  150     99.70    1.0    3.6    1.0    3.6 148.53 249.55  0.40  0.01   100   100    48     1.0     3.6 148.53   204/    8
GOOGL   189.82  Mar  95      95.85    0.9    3.5    0.9    3.5  94.07 190.70  0.50  0.00   100   100    49     0.9     3.5  94.07   204/   52
MNDY    273.08  Jan'26 70   205.50    3.4    3.1    3.4    3.1  67.68 275.35  0.75  0.01   100   100    49     3.3     3.1  67.68   104/   14
AAPL    248.13  Apr  150    100.35    1.4    4.1    1.4    4.1 147.88 250.20  0.40  0.01   100   100    47     1.4     4.1 147.88   188/    8
AXON    644.91  Mar  340    309.50    1.3    4.9    1.3    4.9 335.51 649.35  0.48  0.01   100   100    49     1.3     4.9 335.51   112/   61
AXON    644.91  Mar  350    299.10    1.2    4.3    1.2    4.3 345.91 648.95  0.46  0.01   100   100    49     1.2     4.3 345.91   105/   61
GOOGL   189.82  Feb  105     85.65    0.7    3.4    0.7    3.4 104.27 190.50  0.45  0.00   100   100    49     0.7     3.4 104.27   206/   52
GOOGL   189.82  Mar  105     86.00    1.0    3.7    1.0    3.7 103.92 190.85  0.45  0.01   100   100    49     1.0     3.7 103.92   171/   52
GOOGL   189.82  Apr  105     86.35    1.3    3.9    1.3    3.9 103.57 191.20  0.45  0.01   100   100    48     1.3     3.9 103.57   154/   52
GOOGL   189.82  Apr  100     91.25    1.3    3.8    1.3    3.8  98.67 191.10  0.48  0.01   100   100    48     1.3     3.8  98.67   167/   52
GOOGL   189.82  Apr  95      96.15    1.3    3.7    1.3    3.7  93.77 191.00  0.51  0.01   100   100    49     1.3     3.7  93.77   182/   52
GOOGL   189.82  Feb  100     90.60    0.6    3.3    0.6    3.3  99.32 190.45  0.48  0.00   100   100    49     0.6     3.3  99.32   223/   52
GOOGL   189.82  Mar  100     90.85    0.9    3.3    0.9    3.3  99.07 190.70  0.48  0.00   100   100    49     0.9     3.3  99.07   185/   52
WMT      94.25  Jan  73.3    21.30    0.3    3.3    0.3    3.3  73.05  94.48  0.22  0.00   100   100    49     0.3     3.3  73.05   141/   66
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GOOG    191.38  Feb  135     57.65    0.8    4.4    0.8    4.4 133.83 192.50  0.30  0.01   100   100    48     0.8     4.3 133.83   111/   52
WMT      94.25  Jan  76.7    18.00    0.4    3.7    0.4    3.7  76.35  94.52  0.19  0.00   100   100    48     0.4     3.7  76.35   110/   66
GOOG    191.38  Mar  130     63.00    1.1    4.3    1.1    4.3 128.48 192.85  0.33  0.01   100   100    48     1.1     4.2 128.48   103/   52
GOOG    191.38  Mar  125     68.00    1.2    4.4    1.2    4.4 123.48 192.85  0.35  0.01   100   100    48     1.2     4.4 123.48   118/   52
GOOG    191.38  Apr  125     68.50    1.6    4.7    1.6    4.7 122.98 193.35  0.36  0.01   100    99    48     1.6     4.6 122.98   118/   52
GOOG    191.38  Feb  130     62.55    0.8    4.1    0.8    4.1 128.93 192.40  0.33  0.01   100   100    48     0.8     4.1 128.93   124/   52
MNDY    273.08  Jan'26 65   210.50    3.6    3.3    3.6    3.3  62.68 275.35  0.77  0.01   100   100    49     3.6     3.3  62.68   115/   14
GOOG    191.38  Jan  150     42.10    0.4    4.0    0.4    4.0 149.38 191.95  0.22  0.00   100   100    49     0.4     3.9 149.38   101/   52
AXON    644.91  Mar  330    319.00    1.2    4.5    1.2    4.5 326.01 648.85  0.49  0.01   100   100    49     1.2     4.5 326.01   117/   61
AXON    644.91  Mar  320    328.80    1.2    4.4    1.2    4.4 316.21 648.65  0.51  0.01   100   100    49     1.2     4.4 316.21   124/   61
GOOG    191.38  Feb  140     52.90    1.0    5.2    1.0    5.2 138.58 192.75  0.28  0.01   100    99    48     1.0     5.1 138.58    99/   52
WMT      94.25  Jan+ 80      14.60    0.3    3.3    0.3    3.3  79.75  94.45  0.15  0.00   100   100    49     0.2     3.2  79.75    93/   66
AXON    644.91  Mar  310    337.70    0.9    3.2    0.9    3.2 307.31 647.55  0.52  0.00   100   100    49     0.9     3.2 307.31   128/   61
BRKB    457.90  Feb  345    115.15    0.6    3.2    0.6    3.2 342.85 460.00  0.25  0.00   100   100    48     0.6     3.2 342.85   182/   42
HUBS    721.86  Jun  370    358.20    1.7    3.3    1.7    3.3 363.76 728.05  0.50  0.01   100   100    49     1.7     3.3 363.76    89/    1
DASH    174.91  Jan  135     40.65    0.4    4.6    0.4    4.6 134.36 175.50  0.23  0.00   100    99    49     0.4     4.5 134.36    76/    5
UNP     234.98  Feb  185     51.60    0.8    4.2    0.8    4.2 183.48 236.45  0.22  0.01   100   100    47     0.8     4.1 183.48   130/   38
HUBS    721.86  Jun  380    349.50    2.0    3.9    2.0    3.9 372.46 729.35  0.48  0.01   100   100    48     2.0     3.8 372.46    86/    1
BRKB    457.90  Feb  350    110.50    0.7    3.7    0.7    3.7 347.50 460.35  0.24  0.01   100   100    47     0.7     3.7 347.50   175/   42
BRKB    457.90  Mar  345    116.75    1.1    4.0    1.1    4.0 341.25 461.60  0.25  0.01   100   100    46     1.1     4.0 341.25   162/   42
BRKB    457.90  Mar  335    126.50    1.0    3.9    1.0    3.9 331.50 461.35  0.28  0.01   100   100    47     1.0     3.9 331.50   179/   42
TTWO    185.48  Jun  105     82.35    1.7    3.2    1.7    3.2 103.23 187.20  0.44  0.01   100   100    48     1.7     3.2 103.23   127/   31
TTWO    185.48  Sep  100     88.15    2.6    3.4    2.6    3.4  97.43 188.00  0.47  0.01   100    99    48     2.6     3.3  97.43   122/   31
TTWO    185.48  Jun  110     77.40    1.6    3.2    1.6    3.2 108.18 187.25  0.42  0.01   100   100    48     1.6     3.1 108.18   114/   31
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
BRKB    457.90  Jun  340    126.35    2.5    4.8    2.5    4.8 331.65 466.20  0.28  0.02   100    99    44     2.5     4.8 331.65   135/   42
BRKB    457.90  Mar  340    121.65    1.1    4.0    1.1    4.0 336.35 461.50  0.27  0.01   100   100    46     1.1     4.0 336.35   171/   42
BRKB    457.90  Feb  340    120.10    0.6    3.2    0.6    3.2 337.90 459.95  0.26  0.00   100   100    48     0.6     3.2 337.90   192/   42
DASH    174.91  Feb  115     60.95    0.8    4.1    0.8    4.1 114.06 175.80  0.35  0.01   100   100    49     0.8     4.1 114.06    97/    5
V       314.74  Mar  240     77.05    0.9    3.4    0.9    3.4 237.79 316.90  0.24  0.01   100   100    47     0.9     3.4 237.79   126/   34
DASH    174.91  Jan  120     55.45    0.3    3.4    0.3    3.4 119.56 175.30  0.32  0.00   100   100    49     0.3     3.4 119.56   126/    5
BRKB    457.90  Mar  350    111.95    1.1    4.2    1.1    4.2 346.05 461.80  0.24  0.01   100   100    46     1.1     4.2 346.05   154/   42
DASH    174.91  Mar  105     71.35    1.2    4.6    1.2    4.6 103.66 176.20  0.41  0.01   100   100    48     1.2     4.6 103.66   105/    5
DASH    174.91  Jan  110     65.40    0.3    3.2    0.3    3.2 109.61 175.25  0.37  0.00   100   100    49     0.3     3.2 109.61   160/    5
DASH    174.91  Mar  110     66.60    1.4    5.3    1.4    5.3 108.41 176.45  0.38  0.01   100   100    48     1.4     5.3 108.41    95/    5
V       314.74  May  220     97.70    1.3    3.1    1.3    3.1 217.14 317.55  0.31  0.01   100   100    47     1.3     3.1 217.14   136/   34
V       314.74  May  210    107.60    1.3    3.1    1.3    3.1 207.24 317.45  0.34  0.01   100   100    47     1.3     3.1 207.24   152/   34
DASH    174.91  Jan  130     45.55    0.4    3.9    0.4    3.9 129.46 175.40  0.26  0.00   100   100    49     0.4     3.9 129.46    92/    5
V       314.74  May  230     88.35    1.5    3.6    1.5    3.6 226.49 318.20  0.28  0.01   100    99    46     1.5     3.6 226.49   117/   34
DASH    174.91  Feb  120     56.05    0.8    4.3    0.8    4.3 118.96 175.90  0.32  0.01   100   100    48     0.8     4.3 118.96    86/    5
V       314.74  Feb  235     81.25    0.6    3.0    0.6    3.0 233.59 316.10  0.26  0.00   100   100    48     0.6     3.0 233.59   157/   34
DASH    174.91  Jan  125     50.55    0.4    4.1    0.4    4.1 124.46 175.40  0.29  0.00   100   100    49     0.4     4.1 124.46   110/    5
TTWO    185.48  Sep  95      92.80    2.3    3.0    2.3    3.0  92.78 187.65  0.50  0.01   100   100    48     2.3     3.0  92.78   132/   31
CLH     244.28  Jul  125    121.80    1.9    3.3    1.9    3.3 122.58 246.65  0.50  0.01   100   100    48     1.9     3.2 122.58   110/   62
TSM     200.99  Feb  120     82.50    1.1    6.0    1.1    6.0 118.59 202.35  0.41  0.01   100   100    48     1.1     6.0 118.59   119/   69
TSM     200.99  Jan  120     81.70    0.5    4.9    0.5    4.9 119.39 201.55  0.41  0.00   100   100    49     0.5     4.9 119.39   154/   69
TSM     200.99  Mar  120     83.05    1.6    6.0    1.6    6.0 118.04 202.90  0.41  0.01   100   100    48     1.6     6.0 118.04    95/   69
TSM     200.99  Feb  125     77.60    1.2    6.2    1.2    6.2 123.49 202.45  0.39  0.01   100   100    48     1.2     6.1 123.49   107/   69
TSM     200.99  Jan  125     76.70    0.5    4.7    0.5    4.7 124.39 201.55  0.38  0.00   100   100    49     0.4     4.7 124.39   138/   69
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
XOM     110.84  Jan  87.5    23.75    0.3    3.1    0.3    3.1  87.19 111.10  0.21  0.00   100   100    49     0.3     3.1  87.19   142/   28
TSM     200.99  Apr  110     93.00    1.7    5.0    1.7    5.0 108.09 202.85  0.46  0.01   100   100    48     1.7     5.0 108.09    96/   69
TSM     200.99  Mar  110     92.80    1.5    5.7    1.5    5.7 108.29 202.65  0.46  0.01   100   100    48     1.5     5.7 108.29   117/   69
TSM     200.99  Feb  110     92.35    1.1    5.8    1.1    5.8 108.74 202.20  0.46  0.01   100   100    49     1.1     5.8 108.74   145/   69
TSM     200.99  Jan  115     86.65    0.4    4.6    0.4    4.6 114.44 201.50  0.43  0.00   100   100    49     0.4     4.6 114.44   175/   69
AAPL    248.13  Jan  205     44.20    0.5    4.7    0.5    4.7 204.03 249.05  0.18  0.00   100   100    48     0.5     4.7 204.03   114/    8
TSM     200.99  Mar  115     88.00    1.6    6.1    1.6    6.1 113.09 202.85  0.44  0.01   100   100    48     1.6     6.1 113.09    97/   69
TSM     200.99  Feb  115     87.45    1.2    6.0    1.2    6.0 113.64 202.30  0.43  0.01   100   100    48     1.2     6.0 113.64   132/   69
TSM     200.99  Jan+ 150     51.60    0.3    4.0    0.3    4.0 149.49 201.45  0.26  0.00   100   100    49     0.3     3.9 149.49    76/   69
TSM     200.99  Jan  145     56.90    0.5    5.5    0.5    5.5 144.19 201.75  0.28  0.00   100   100    49     0.5     5.4 144.19    94/   69
TSM     200.99  Jan+ 145     56.55    0.3    3.7    0.3    3.7 144.54 201.40  0.28  0.00   100   100    49     0.3     3.7 144.54    91/   69
BRKB    457.90  Mar  330    131.45    1.0    3.9    1.0    3.9 326.55 461.30  0.29  0.01   100   100    47     1.0     3.9 326.55   188/   42
TTWO    185.48  Sep  90      97.80    2.5    3.2    2.5    3.2  87.78 187.65  0.53  0.01   100   100    48     2.5     3.2  87.78   144/   31
BRKB    457.90  Feb  335    125.05    0.6    3.1    0.6    3.1 332.95 459.90  0.27  0.00   100   100    48     0.6     3.1 332.95   202/   42
BRKB    457.90  Jun  330    135.90    2.4    4.7    2.4    4.7 322.10 465.75  0.30  0.02   100   100    45     2.4     4.7 322.10   148/   42
TSM     200.99  Feb  130     72.75    1.3    6.5    1.3    6.5 128.34 202.60  0.36  0.01   100   100    48     1.2     6.5 128.34    84/   69
IT      508.46  Dec'25 280  239.00    3.9    3.8    3.9    3.8 269.56 518.85  0.47  0.02   100   100    46     3.8     3.8 269.56   113/    2
IT      508.46  Dec'25 290  230.00    4.1    4.0    4.1    4.0 278.56 519.85  0.45  0.02   100    99    46     4.1     4.0 278.56   108/    2
IT      508.46  Dec'25 270  248.00    3.6    3.5    3.6    3.5 260.56 517.85  0.49  0.02   100   100    47     3.6     3.5 260.56   119/    2
IT      508.46  Dec'25 260  258.00    3.7    3.7    3.7    3.7 250.56 517.85  0.51  0.02   100   100    47     3.7     3.7 250.56   130/    2
TSM     200.99  Jan  140     61.85    0.5    5.3    0.5    5.3 139.24 201.70  0.31  0.00   100   100    49     0.5     5.3 139.24   100/   69
AAPL    248.13  Jan  210     39.00    0.3    3.6    0.3    3.6 209.23 248.85  0.16  0.00   100   100    48     0.3     3.6 209.23    91/    8
VOO     555.61  Jul  455    112.50    2.6    4.5    2.6    4.5 443.21 567.35  0.20  0.02   100    99    39     2.6     4.4 443.21   123/   18
VOO     555.61  Apr  455    106.00    1.2    3.4    1.2    3.4 449.71 560.85  0.19  0.01   100   100    44     1.2     3.4 449.71   134/   18
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
VOO     555.61  Jul  450    117.30    2.6    4.4    2.6    4.4 438.41 567.15  0.21  0.02   100   100    40     2.6     4.4 438.41   129/   18
CYBR    313.36  Aug  140    176.70    2.3    3.5    2.3    3.5 136.76 316.55  0.56  0.01   100    99    49     2.3     3.4 136.76    93/   30
VOO     555.61  Apr  465     96.50    1.2    3.6    1.2    3.6 459.21 561.35  0.17  0.01   100   100    43     1.2     3.6 459.21   122/   18
VOO     555.61  Jul  460    108.00    2.7    4.6    2.7    4.6 447.71 567.85  0.19  0.02   100    99    39     2.7     4.6 447.71   119/   18
VOO     555.61  Apr  460    101.20    1.2    3.5    1.2    3.5 454.51 561.05  0.18  0.01   100   100    43     1.2     3.5 454.51   127/   18
ADSK    303.77  Jul  180    127.30    1.9    3.2    1.9    3.2 176.57 307.15  0.42  0.01   100   100    48     1.9     3.2 176.57   100/    3
ADSK    303.77  Jun  185    121.80    1.6    3.1    1.6    3.1 182.07 306.65  0.40  0.01   100   100    48     1.6     3.0 182.07   101/    3
ADSK    303.77  Jul  185    122.70    2.1    3.5    2.1    3.5 181.17 307.55  0.40  0.01   100    99    48     2.1     3.5 181.17    95/    3
ADSK    303.77  Jul  175    132.80    2.3    3.8    2.3    3.8 171.07 307.65  0.44  0.01   100   100    47     2.3     3.8 171.07   110/    3
VOO     555.61  Apr  450    110.50    1.1    3.1    1.1    3.1 445.21 560.35  0.20  0.01   100   100    44     1.1     3.1 445.21   138/   18
ADSK    303.77  Jun  170    136.80    1.7    3.3    1.7    3.3 167.07 306.65  0.45  0.01   100   100    48     1.7     3.3 167.07   117/    3
ADSK    303.77  Jul  170    137.00    1.8    3.1    1.8    3.1 166.87 306.85  0.45  0.01   100   100    48     1.8     3.1 166.87   114/    3
VUG     423.72  Jun  280    149.20    1.9    3.7    1.9    3.7 274.62 429.05  0.35  0.01   100    99    47     1.9     3.7 274.62   118/   68
BURL    289.97  Jun  160    133.30    2.0    3.9    2.0    3.9 156.77 293.15  0.46  0.01   100    99    48     2.0     3.9 156.77    65/   14
